category,description,label
Electronics,"Wellona Biotin Maximum Strength Capsules For Hair, Skin & Nails - 10,000 Mcg (60 Capsules) Flavour:60 Capsules   Biotin, The Wonder Element for Hair and Beauty - Rejuvenates The Health of Hair, Radiance of Skin and Strength of Your Nails. It Is A Vital B Vitamin, Traditionally Known To Boost Health of Hair, Skin and Nails.",2
Electronics,WD My Passport 2TB External Hard Drive (Blue) WD 2TB Blue My Passport Portable External Hard Drive - USB 3.0 - WDBS4B0020BBL-WESN,2
Books,"The Power of your Subconscious Mind Review It is an awesome book... psychological aspects of mind is expressed in an understandable manner. --ByRenjith Ravindranon 24 May 2017Must buy for everyone. Amazing book. I have just started reading it and completed first 2 chapters but. But i am highly immpressed with the example given in it and going to finish in next 3 days. --By A customer on 16 December 2015It's a very good n very useful book n it should be read by each n every one ...to knw the things that are not aware and know about the mind power .. Super duper book --ByAmazon Customeron 19 March 2017 				    	 					 About the Author Joseph Murphy was an American author and New Thought minister, ordained in Divine Science and Religious Science.",0
Household,"Homesake Black Steel Industrial Pendant With Mason Jar Caged mason jar open bottom pendant light is made with recycled glass and is a reproduction of an antique mason jar from the 1880. Use these for higher wattage bulbs of 40 watt. Shown with our 40 watt vintage Edison bulb(not included), available with the open bottom and ventilation on the top, these provide plenty of light while keeping everything cool. Pendant features a vintage style, giving a beautifully modern treatment of the familiarity and comfort of canning jars.",3
Electronics,"Segolike Zomei Ultra Slim ND2-400 Fader Variable ND Filter for Dynamic Screen Falls 52mm Description:Double anti-reflective coating, only 7mm thickness ultra thin frameAllows for variable light reduction from between 2-8 stops; protect your lens from dust and scratchesDecrease the depth of field by using wider apertures, which helps separate subjects from their backgroundNeutral density can be adjusted from ND2 to ND400Apply slow shutter speed under strong sunlight exposureSpecification:Large aperture is available to create depth of field easilySuitable for dynamic screen, waterfalls, streams, etcType: Fader ND FliterColor: BlackRotating: YesNeutral Density Grade: 2 - 400Diameter: Approx. 52mm / 2.05inchMaterial: Optical glassPackage Includes:1 Piece ND2-400 Filter",2
Clothing & Accessories,Double F Round Neck Half Sleeve Solid T-Shirt for Boys DOUBLE F ROUND NECK HALF SLEEVE SOLID T-SHIRT FOR BOYS,1
Clothing & Accessories,United Colors of Benetton Boys' Regular Fit Shorts UCB boys shorts / Bermuda regular fit pattern plain sleeves neck/collars shorts with contrast at waistband composition 100% cotton,1
Household,"Imported 11Pcs Multifunction Presser Feet For Brother Singer Domestic Sewing Description: 100% brand new and high quality Very popular and different presser feet for most of household multi-functional sewing machines Material: Zinc alloy, PVC Color: silvery, white Suit for: Multifunctional electric sewing machine, such as Brother, Butterfly, Singer, Janome?YOKOYAMA?Fanghua505A?Feiyue?Juki, IKEA and so on. Include:   Button sewing on foot Roller Foot Embroidery Foot Hemmer Foot;  1/4"" Quilting Foot;   Blind stitch foot Invisible Zipper Foot Zig Zag Foot; Zipper foot Overcast foot Straight Stitch Foot Pckage includes: 1 X Set of Domestic Sewing Machine Presser Feet(11pcs) Note: Please be reminded that due to lighting effects, monitor's brightness / contrast settings etc, there could be some slight differences in the color tone of the pictures and the actual item.",3
Clothing & Accessories,"Bomshel Women's Polyester and Spandex Mix Suspender Stockings (Black, Free Size) Black suspender stocking for women. unique design pattern for a comfort fit. Made from high stretch material for a comfort fit for all sizes. Very soft and provides comfort. Free size. One size fits most. Will fit well for waist sizes (28 to 36 inch).",1
Books,"Elements of Programming Interviews The core of EPI is a collection of 300 problems with detailed solutions, including over 100 figures and 250 tested programs. The problems are challenging, well-motivated, and accessible. They are representative of the questions asked at interviews at the most exciting companies. The book begins with a summary of patterns for data structure, algorithms, and problem solving that will help you solve the most challenging interview problems. This is followed by chapters on basic and advanced data structures, algorithm design, concurrency, system design, probability and discrete mathematics. Each chapter starts with a brief review of key concepts and results followed by a deep and wide set of questions. EPI concludes with a summary of the nontechnical aspects of interviewing, including common mistakes, strategies for a great interview, perspectives from across the table, negotiating the best offer, and much more.",0
Household,"KC Cab Copper PVC Insulated Wire 90 m Coil(Red) KC Cab brings you the cable of 0.5 sq mm to 6.00 sq mm length. Available in six colors, this cable has copper conductors, which are highly effective in supplying power without any breakdown. KC Cab has come a long way in establishing itself as a major player in the Cable and wires industry. With the extensive knowledge and experience in this respective domain, we are engaged in offering PVC Insulated Industrial Cables. This is a product of electrical wires from KC Cab. These Wires are ideal for wiring of electrical control panels, industrial sheds, buildings, and so on.",3
Books,Mathematics Textbook for Class - 9  - 962,0
Household,FREEMANS Basik 3m:16mm Measuring Tape + Basik 5m:19mm Measuring Tape FREEMANS presents this measuring tape combo which is made up of plastic and is blue & white in colour. The size of this product is 7 cm x 3 cm x 6 cm.,3
Household,Vidya Steels Rbj Stainless Steel Tableware Drinkware Tumbler Drinking Glasses Set Of 6 Mirror Finish 6 Pieces Stainless Steel Tumbler / Glass set in Silver touch with Mirror Finish,3
Household,"Woogor 2 Cups Plastic Toothbrush Stand Holder,Blue To Keep Your Bathroom Counter Clean And Tidy, The Toothbrush Stand Is The Best Helper To Organize. Featuring 3 Holes For Toothbrushes, 1 Holes For Toothpaste, And 2 Larger Space For Your Rinse Cups, This Toothbrush Stand Holder Is Kid-Friendly And Perfect For Families..We Choose The High Quality Material And Innovation Design,We Accompany You Everyday.",3
Books,"It's Not About The Bike: My Journey Back to Life Review ""If you read one sports book this year, this is the one"" (Express on Sunday)""This is a gripping story"" (Guardian)""So darn riveting that it simply cannot be put down"" (Time Out)""Having nearly lost his life Lance Armstrong serves up his story for the rest of the world to wonder at, shudder at and learn from"" (Guardian)""Armstrong’s tale of his recovery from cancer remains compelling and inspirational. It has already brought comfort to millions of sufferers and their families, and will continue to do so"" (Daniel Friebe Outdoor Fitness) 				    	 					 Book Description The story of how Lance Armstrong came back from a fight against cancer to resume his career as a professional cyclist. 				    	 					              See all Product description",0
Clothing & Accessories,"GARG Men's Woolen Dhariwal Hot Kashmiri Shawl,Free Size (Brown, 166) This dhariwal hot lohi made of wool and brown in colour.",1
Books,"A Handbook for Letter Writing About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proofreaders and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content and updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years.",0
